Year,Country,CTS_Code,CTS_Full_Descriptor,CTS_Name,ISO2,ISO3,Indicator,ObjectId,Source,Unit,value
2005,Brazil,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,BR,BRA,Carbon Footprint of Bank Loans (Based on emission multipliers),12,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Brunei Darussalam,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,BN,BRN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),13,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Brunei Darussalam,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,BN,BRN,Carbon Footprint of Bank Loans (Based on emission intensities),14,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Brunei Darussalam,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,BN,BRN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),15,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Brunei Darussalam,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,BN,BRN,Carbon Footprint of Bank Loans (Based on emission multipliers),16,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Bulgaria,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,BG,BGR,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),17,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Bulgaria,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,BG,BGR,Carbon Footprint of Bank Loans (Based on emission intensities),18,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Bulgaria,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,BG,BGR,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),19,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Bulgaria,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,BG,BGR,Carbon Footprint of Bank Loans (Based on emission multipliers),20,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Canada,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,CA,CAN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),21,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,86.88479871
2005,Canada,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,CA,CAN,Carbon Footprint of Bank Loans (Based on emission intensities),22,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,187.5940433
2005,Canada,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,CA,CAN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),23,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,105.0806139
2005,Canada,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,CA,CAN,Carbon Footprint of Bank Loans (Based on emission multipliers),24,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,358.2838079
2005,"China, P.R.: Hong Kong",ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,HK,HKG,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),25,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,101.7762014
2005,"China, P.R.: Hong Kong",ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,HK,HKG,Carbon Footprint of Bank Loans (Based on emission intensities),26,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,154.0203936
2005,"China, P.R.: Hong Kong",ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,HK,HKG,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),27,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,138.6789611
2005,"China, P.R.: Hong Kong",ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,HK,HKG,Carbon Footprint of Bank Loans (Based on emission multipliers),28,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,348.1473147
2005,Colombia,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,CO,COL,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),29,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Colombia,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,CO,COL,Carbon Footprint of Bank Loans (Based on emission intensities),30,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Colombia,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,CO,COL,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),31,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Colombia,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,CO,COL,Carbon Footprint of Bank Loans (Based on emission multipliers),32,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Costa Rica,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,CR,CRI,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),33,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Costa Rica,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,CR,CRI,Carbon Footprint of Bank Loans (Based on emission intensities),34,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Costa Rica,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,CR,CRI,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),35,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Costa Rica,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,CR,CRI,Carbon Footprint of Bank Loans (Based on emission multipliers),36,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,"Croatia, Rep. of",ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,HR,HRV,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),37,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,"Croatia, Rep. of",ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,HR,HRV,Carbon Footprint of Bank Loans (Based on emission intensities),38,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,"Croatia, Rep. of",ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,HR,HRV,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),39,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,"Croatia, Rep. of",ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,HR,HRV,Carbon Footprint of Bank Loans (Based on emission multipliers),40,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Cyprus,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,CY,CYP,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),41,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Cyprus,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,CY,CYP,Carbon Footprint of Bank Loans (Based on emission intensities),42,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Cyprus,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,CY,CYP,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),43,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Cyprus,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,CY,CYP,Carbon Footprint of Bank Loans (Based on emission multipliers),44,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Czech Rep.,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),45,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,104.137256
2005,Czech Rep.,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission intensities),46,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,257.7412956
2005,Czech Rep.,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),47,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,128.9989975
2005,Czech Rep.,ECFLM,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers,CZ,CZE,Carbon Footprint of Bank Loans (Based on emission multipliers),48,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,550.5612252
2005,Denmark,ECFLIN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized,DK,DNK,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),49,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Denmark,ECFLI,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities,DK,DNK,Carbon Footprint of Bank Loans (Based on emission intensities),50,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
2005,Denmark,ECFLMN,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized,DK,DNK,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),51,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",Ratio,
